iter	Accuracy	MultiClass	Accuracy:use_weights=true	Accuracy:use_weights=false	Precision:use_weights=true;class=0	Precision:use_weights=true;class=1	Precision:use_weights=true;class=2	Precision:use_weights=true;class=3	Precision:use_weights=false;class=0	Precision:use_weights=false;class=1	Precision:use_weights=false;class=2	Precision:use_weights=false;class=3	Recall:use_weights=true;class=0	Recall:use_weights=true;class=1	Recall:use_weights=true;class=2	Recall:use_weights=true;class=3	Recall:use_weights=false;class=0	Recall:use_weights=false;class=1	Recall:use_weights=false;class=2	Recall:use_weights=false;class=3	TotalF1:use_weights=true	TotalF1:use_weights=false
2217	0.9463181433	0.2649245988	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2218	0.9463181433	0.2648877603	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2219	0.9463181433	0.2648343008	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2220	0.9463181433	0.2648088383	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2221	0.9463181433	0.2647498761	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2222	0.9463181433	0.2647000906	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2223	0.9463181433	0.2646675479	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2224	0.9463181433	0.2646217988	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2225	0.9463181433	0.2645293883	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2226	0.9463181433	0.2644979933	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2227	0.9463181433	0.2644416332	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2228	0.9463181433	0.2643899397	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2229	0.9463181433	0.2643447362	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2230	0.9463181433	0.2643071324	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2231	0.9463181433	0.2642920752	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2232	0.9463181433	0.2642712534	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2233	0.9463181433	0.2640766909	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2234	0.9463181433	0.2639986507	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2235	0.9463181433	0.2639448179	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2236	0.9463181433	0.2638835307	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2237	0.9463181433	0.2638012871	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2238	0.9463181433	0.2637139752	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2239	0.9463181433	0.2636879796	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2240	0.9463181433	0.2636375614	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2241	0.9463181433	0.2635993066	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2242	0.9463181433	0.2635500234	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2243	0.9463181433	0.2635123099	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2244	0.9463181433	0.263440601	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2245	0.9463181433	0.2633639635	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2246	0.9463181433	0.2631535655	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2247	0.9463181433	0.2631323021	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2248	0.9463181433	0.2630898244	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2249	0.9463181433	0.2630470362	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2250	0.9463181433	0.2630221824	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2251	0.9463181433	0.2630005062	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2252	0.9463181433	0.2629263477	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2253	0.9463181433	0.2628955698	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2254	0.9463181433	0.2628499603	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2255	0.9463181433	0.2628258719	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2256	0.9463181433	0.2628071501	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2257	0.9463181433	0.2627751804	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2258	0.9463181433	0.2627308309	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2259	0.9463181433	0.2626953571	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2260	0.9463181433	0.2626417092	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2261	0.9463181433	0.2625188316	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2262	0.9463181433	0.2625011726	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2263	0.9463181433	0.2624807508	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2264	0.9463181433	0.2624136486	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2265	0.9463181433	0.2623846101	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2266	0.9463181433	0.262339495	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2267	0.9463181433	0.2622122071	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2268	0.9463181433	0.2621657501	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2269	0.9463181433	0.2621163187	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2270	0.9463181433	0.2620574549	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2271	0.9463181433	0.2620171045	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2272	0.9463181433	0.261911654	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2273	0.9463181433	0.2618100456	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2274	0.9463181433	0.2617926287	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2275	0.9463181433	0.261752011	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2276	0.9463181433	0.2617148527	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2277	0.9463181433	0.2616722801	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2278	0.9463181433	0.2616548056	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2279	0.9463181433	0.2615546471	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2280	0.9463181433	0.2615129204	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2281	0.9463181433	0.2614499812	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2282	0.9463181433	0.2614117965	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2283	0.9463181433	0.2613535144	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2284	0.9463181433	0.2612761955	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2285	0.9463181433	0.2612204178	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2286	0.9463181433	0.2609671008	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2287	0.9463181433	0.2609546434	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2288	0.9463181433	0.2609239864	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2289	0.9463181433	0.2608879594	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2290	0.9463181433	0.260853974	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2291	0.9463181433	0.260810993	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2292	0.9463181433	0.2607729322	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2293	0.9463181433	0.2607498544	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2294	0.9463181433	0.2607368867	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2295	0.9463181433	0.2606859399	0.9463181433	0.9484978541	0.9389786647	0.9343665881	0.9496734834	0.9538975666	0.936416185	0.8814814815	0.9475806452	0.9694189602	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9310344828	0.9296875	0.9611451943	0.951951952	0.9462881678	0.9486143176
2296	0.9474529453	0.2606383598	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2297	0.9474529453	0.2605635246	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2298	0.9474529453	0.2605214924	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2299	0.9474529453	0.2604289364	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2300	0.9474529453	0.2602452044	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2301	0.9474529453	0.2602174336	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2302	0.9474529453	0.2601819723	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2303	0.9474529453	0.2601520593	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2304	0.9474529453	0.2600668442	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2305	0.9474529453	0.260035472	0.9474529453	0.9491109749	0.9389786647	0.934877915	0.9496734834	0.957182597	0.936416185	0.8823529412	0.9475806452	0.9709035222	0.9310344828	0.9375	0.9611451943	0.951951952	0.9310344828	0.9375	0.9611451943	0.951951952	0.9474354627	0.9492372322
2306	0.9485877472	0.259751631	0.9485877472	0.9497240956	0.9389786647	0.9353813363	0.9496734834	0.9604903316	0.936416185	0.8832116788	0.9475806452	0.972392638	0.9310344828	0.9453125	0.9611451943	0.951951952	0.9310344828	0.9453125	0.9611451943	0.951951952	0.9485799202	0.9498581412
