iter	Passed	Remaining
1667	45618	22754
1668	45650	22729
1669	45672	22699
1670	45696	22670
1671	45719	22641
1672	45741	22610
1673	45949	22673
1674	45971	22642
1675	45996	22613
1676	46019	22584
1677	46039	22553
1678	46059	22522
1679	46079	22491
1680	46100	22460
1681	46120	22429
1682	46141	22398
1683	46162	22368
1684	46187	22340
1685	46210	22310
1686	46237	22282
1687	46260	22253
1688	46287	22225
1689	46308	22195
1690	46334	22167
1691	46357	22137
1692	46379	22107
1693	46403	22078
1694	46426	22049
1695	46451	22020
1696	46472	21990
1697	46499	21962
1698	46526	21934
1699	46549	21905
1700	46571	21875
1701	46595	21846
1702	46620	21818
1703	46645	21789
1704	46668	21760
1705	46690	21730
1706	46715	21702
1707	46738	21672
1708	46760	21642
1709	46781	21612
1710	46804	21583
1711	46829	21554
1712	46855	21526
1713	46878	21497
1714	46902	21468
1715	47112	21524
1716	47137	21496
1717	47164	21468
1718	47186	21438
1719	47208	21408
1720	47232	21379
1721	47255	21350
1722	47276	21319
1723	47301	21290
1724	47322	21261
1725	47343	21230
1726	47366	21201
1727	47389	21171
1728	47410	21141
1729	47434	21112
1730	47456	21082
1731	47480	21053
1732	47501	21023
1733	47525	20994
1734	47548	20965
1735	47574	20937
1736	47604	20910
1737	47626	20881
1738	47648	20851
1739	47669	20821
1740	47696	20793
1741	47720	20764
1742	47747	20737
1743	47780	20711
1744	47806	20684
1745	47830	20655
1746	47853	20625
1747	47878	20597
1748	47899	20567
1749	47922	20538
1750	47943	20507
1751	47972	20481
1752	47995	20452
1753	48020	20423
1754	48045	20395
1755	48069	20366
1756	48326	20436
1757	48347	20406
1758	48372	20377
1759	48397	20349
1760	48418	20318
1761	48441	20289
1762	48463	20259
1763	48484	20229
1764	48504	20198
1765	48525	20168
1766	48548	20139
1767	48572	20110
1768	48596	20081
1769	48619	20051
1770	48640	20022
1771	48665	19993
1772	48687	19963
1773	48710	19934
1774	48736	19906
1775	48767	19880
1776	48798	19854
1777	48824	19826
1778	48846	19796
1779	48868	19766
1780	48892	19738
1781	48914	19708
1782	48936	19678
1783	48959	19649
1784	48982	19620
1785	49004	19591
1786	49031	19563
1787	49060	19536
1788	49083	19507
1789	49107	19478
1790	49129	19448
1791	49152	19419
1792	49174	19389
1793	49198	19361
1794	49224	19333
1795	49248	19304
1796	49271	19275
1797	49300	19248
1798	49522	19296
1799	49543	19266
1800	49567	19237
1801	49592	19209
1802	49614	19179
1803	49638	19151
1804	49662	19121
1805	49683	19092
1806	49703	19061
1807	49722	19031
1808	49745	19001
1809	49765	18971
1810	49787	18941
1811	49813	18913
1812	49836	18884
1813	49862	18856
1814	49883	18826
1815	49908	18798
1816	49936	18771
1817	49961	18742
1818	49984	18713
1819	50010	18685
1820	50031	18655
1821	50055	18626
1822	50077	18597
1823	50102	18568
1824	50126	18539
1825	50148	18510
1826	50170	18480
1827	50202	18455
1828	50226	18426
1829	50249	18397
1830	50272	18368
1831	50294	18338
1832	50319	18310
1833	50341	18281
1834	50362	18251
1835	50384	18221
1836	50411	18194
1837	50436	18165
1838	50459	18137
1839	50483	18108
1840	50506	18079
1841	50732	18122
1842	50757	18094
1843	50779	18064
1844	50800	18034
1845	50821	18005
1846	50843	17975
1847	50864	17945
1848	50887	17916
1849	50908	17886
1850	50930	17857
1851	50953	17828
1852	50973	17798
1853	50997	17769
1854	51019	17740
1855	51042	17710
1856	51068	17682
1857	51091	17653
1858	51113	17624
1859	51136	17595
1860	51162	17567
1861	51186	17538
1862	51208	17509
1863	51229	17479
1864	51253	17450
1865	51277	17422
1866	51301	17393
1867	51321	17363
1868	51348	17335
1869	51375	17308
1870	51400	17280
1871	51424	17251
1872	51451	17223
1873	51473	17194
1874	51499	17166
1875	51522	17137
1876	51545	17108
1877	51566	17079
1878	51593	17051
1879	51616	17022
1880	51640	16993
1881	51661	16964
1882	51685	16935
1883	51837	16948
1884	51915	16937
1885	51940	16909
1886	51965	16881
1887	51989	16852
1888	52009	16822
1889	52032	16793
1890	52053	16763
1891	52075	16734
1892	52096	16705
1893	52116	16675
1894	52141	16646
1895	52166	16618
1896	52189	16589
1897	52212	16560
1898	52235	16531
1899	52265	16505
1900	52287	16475
1901	52311	16447
1902	52335	16418
1903	52359	16389
1904	52382	16360
1905	52404	16331
1906	52431	16304
1907	52463	16277
1908	52488	16249
1909	52512	16221
1910	52534	16191
1911	52562	16164
1912	52588	16136
1913	52613	16108
1914	52636	16079
1915	52656	16049
1916	52678	16020
1917	52702	15992
1918	52728	15964
1919	52750	15935
1920	52774	15906
1921	52798	15878
1922	52821	15849
1923	52846	15820
1924	52868	15792
1925	53101	15825
1926	53126	15797
1927	53150	15768
1928	53175	15740
1929	53199	15711
1930	53217	15681
1931	53237	15651
1932	53259	15622
1933	53280	15593
1934	53301	15563
1935	53329	15536
1936	53355	15508
1937	53383	15480
1938	53411	15453
1939	53440	15426
1940	53473	15400
1941	53502	15373
1942	53535	15346
1943	53566	15320
1944	53596	15293
1945	53625	15266
1946	53657	15240
1947	53679	15211
1948	53702	15182
1949	53729	15154
1950	53750	15125
1951	53776	15097
1952	53802	15069
1953	53825	15040
1954	53848	15011
1955	53872	14982
1956	53894	14953
1957	53919	14925
1958	53941	14896
1959	53963	14867
1960	53988	14839
1961	54009	14810
1962	54038	14782
1963	54068	14755
1964	54302	14784
1965	54324	14755
1966	54351	14727
1967	54375	14698
1968	54398	14670
1969	54422	14641
1970	54444	14612
1971	54466	14583
1972	54490	14554
1973	54513	14525
1974	54536	14497
1975	54559	14468
1976	54583	14439
1977	54605	14410
1978	54628	14381
1979	54651	14352
1980	54674	14324
1981	54695	14294
1982	54720	14266
1983	54743	14237
1984	54766	14209
1985	54790	14180
1986	54813	14151
1987	54838	14123
1988	54860	14094
1989	54883	14065
1990	54906	14036
1991	54930	14008
1992	54953	13979
1993	54975	13950
1994	54999	13922
1995	55024	13893
1996	55051	13866
1997	55074	13837
1998	55101	13809
1999	55123	13780
2000	55145	13751
2001	55171	13723
2002	55192	13694
2003	55215	13666
2004	55238	13637
2005	55263	13609
2006	55507	13634
2007	55535	13607
2008	55559	13578
2009	55581	13549
2010	55607	13521
2011	55627	13492
2012	55650	13463
2013	55676	13435
2014	55697	13406
2015	55722	13377
2016	55742	13348
2017	55766	13319
2018	55792	13291
2019	55813	13262
2020	55837	13234
2021	55858	13204
2022	55883	13176
2023	55904	13147
2024	55927	13118
2025	55951	13090
2026	55978	13062
2027	56000	13033
2028	56022	13004
2029	56045	12976
2030	56068	12947
2031	56091	12918
2032	56114	12889
2033	56135	12860
2034	56159	12832
2035	56183	12804
2036	56207	12775
2037	56234	12747
2038	56260	12720
2039	56285	12691
2040	56310	12663
2041	56331	12634
2042	56356	12606
2043	56378	12577
2044	56402	12549
2045	56427	12520
2046	56454	12493
2047	56478	12465
2048	56730	12486
2049	56758	12459
2050	56783	12430
2051	56811	12403
2052	56831	12373
2053	56853	12345
2054	56875	12316
2055	56898	12287
2056	56920	12258
2057	56941	12229
2058	56966	12201
2059	56990	12172
2060	57014	12144
2061	57037	12115
2062	57060	12087
2063	57085	12058
2064	57107	12029
2065	57131	12001
2066	57157	11973
2067	57182	11945
2068	57207	11917
2069	57229	11888
2070	57253	11859
2071	57278	11831
2072	57301	11803
2073	57326	11774
2074	57348	11746
2075	57374	11718
2076	57398	11689
2077	57423	11661
2078	57446	11633
2079	57473	11605
2080	57495	11576
2081	57519	11548
2082	57543	11519
2083	57567	11491
2084	57591	11463
2085	57618	11435
2086	57640	11406
2087	57666	11378
2088	57692	11350
2089	57715	11322
2090	57973	11339
2091	57999	11311
2092	58022	11282
2093	58045	11254
2094	58066	11225
2095	58087	11196
2096	58109	11167
2097	58132	11138
2098	58157	11110
2099	58179	11081
2100	58200	11052
2101	58223	11024
2102	58247	10995
2103	58270	10967
2104	58293	10938
2105	58315	10909
2106	58341	10881
2107	58365	10853
2108	58391	10825
2109	58415	10797
2110	58439	10768
2111	58461	10740
2112	58488	10712
2113	58520	10685
2114	58554	10658
2115	58579	10630
2116	58602	10602
2117	58625	10573
2118	58651	10545
2119	58677	10517
2120	58701	10489
2121	58724	10460
2122	58747	10432
2123	58770	10403
2124	58794	10375
2125	58818	10347
2126	58841	10318
2127	58866	10290
2128	58891	10262
2129	58912	10233
2130	58938	10205
2131	59195	10217
2132	59222	10189
2133	59243	10160
2134	59265	10131
2135	59287	10103
2136	59307	10074
2137	59328	10045
2138	59349	10016
2139	59370	9987
2140	59392	9958
2141	59414	9930
2142	59437	9901
2143	59459	9872
2144	59482	9844
2145	59507	9816
2146	59531	9787
2147	59552	9759
2148	59575	9730
2149	59596	9701
2150	59617	9672
2151	59640	9644
2152	59667	9616
2153	59693	9588
2154	59720	9560
2155	59747	9533
2156	59774	9505
2157	59798	9476
2158	59822	9448
2159	59844	9420
2160	59866	9391
2161	59891	9363
2162	59915	9335
2163	59938	9306
2164	59961	9278
2165	59984	9249
2166	60006	9221
2167	60035	9193
2168	60057	9165
2169	60080	9136
2170	60104	9108
2171	60130	9080
2172	60155	9052
2173	60178	9023
2174	60434	9030
2175	60456	9001
2176	60478	8973
2177	60504	8945
2178	60523	8916
2179	60544	8887
2180	60566	8858
2181	60587	8829
2182	60606	8800
2183	60625	8771
2184	60645	8742
2185	60670	8714
2186	60696	8686
2187	60720	8658
2188	60742	8629
2189	60766	8601
2190	60789	8573
2191	60811	8544
2192	60833	8516
2193	60855	8487
2194	60879	8459
2195	60904	8431
2196	60931	8403
2197	60955	8375
2198	60977	8346
2199	61000	8318
2200	61023	8289
2201	61052	8262
2202	61075	8233
2203	61098	8205
2204	61124	8177
2205	61148	8149
2206	61171	8121
2207	61198	8093
2208	61222	8065
2209	61247	8036
2210	61271	8008
2211	61295	7980
2212	61317	7952
2213	61343	7924
2214	61369	7896
2215	61393	7868
2216	61651	7869
2217	61672	7841
2218	61694	7812
2219	61717	7784
2220	61738	7755
2221	61758	7726
2222	61778	7698
2223	61799	7669
2224	61822	7640
2225	61844	7612
2226	61866	7583
2227	61887	7555
2228	61912	7527
2229	61936	7499
2230	61959	7470
2231	61979	7442
2232	62000	7413
2233	62027	7385
2234	62051	7357
2235	62075	7329
2236	62102	7301
2237	62128	7273
2238	62152	7245
2239	62176	7216
2240	62201	7188
2241	62224	7160
2242	62249	7132
2243	62272	7104
2244	62298	7076
2245	62322	7047
2246	62351	7020
2247	62376	6992
2248	62399	6964
2249	62423	6935
2250	62444	6907
2251	62466	6879
2252	62490	6850
2253	62513	6822
2254	62537	6794
2255	62561	6766
2256	62583	6738
2257	62606	6709
2258	62631	6681
2259	62900	6679
2260	62925	6651
2261	62952	6623
2262	62975	6595
2263	62997	6566
2264	63019	6538
2265	63040	6509
2266	63062	6481
2267	63084	6453
2268	63107	6424
2269	63137	6397
2270	63166	6369
2271	63197	6341
2272	63222	6313
2273	63244	6285
2274	63265	6257
2275	63286	6228
2276	63309	6200
2277	63332	6172
2278	63354	6143
2279	63382	6115
2280	63406	6087
2281	63431	6059
2282	63454	6031
2283	63476	6003
2284	63500	5974
2285	63523	5946
2286	63556	5919
2287	63578	5890
2288	63601	5862
2289	63623	5834
2290	63646	5806
2291	63669	5777
2292	63690	5749
2293	63711	5721
2294	63732	5692
2295	63756	5664
2296	63778	5636
2297	63805	5608
2298	63828	5580
2299	63853	5552
2300	63877	5524
2301	64155	5518
2302	64178	5489
2303	64203	5461
2304	64225	5433
2305	64249	5405
2306	64272	5376
2307	64292	5348
2308	64314	5320
2309	64336	5291
2310	64357	5263
2311	64378	5234
2312	64401	5206
2313	64424	5178
2314	64448	5150
2315	64474	5122
2316	64498	5094
2317	64521	5065
2318	64542	5037
2319	64567	5009
2320	64590	4981
2321	64615	4953
2322	64637	4925
2323	64661	4896
2324	64683	4868
2325	64705	4840
2326	64726	4812
2327	64750	4783
2328	64772	4755
2329	64795	4727
2330	64817	4699
2331	64843	4671
2332	64873	4643
2333	64895	4615
2334	64919	4587
2335	64944	4559
2336	64966	4531
2337	64994	4503
2338	65018	4475
2339	65043	4447
2340	65065	4419
2341	65090	4391
2342	65113	4363
2343	65396	4352
2344	65422	4324
2345	65449	4296
2346	65471	4268
2347	65493	4239
2348	65512	4211
2349	65533	4183
2350	65553	4154
2351	65573	4126
2352	65593	4097
2353	65614	4069
2354	65634	4041
2355	65660	4013
2356	65685	3985
2357	65709	3957
2358	65732	3928
2359	65755	3900
2360	65779	3872
2361	65801	3844
2362	65825	3816
2363	65849	3788
2364	65872	3760
2365	65896	3732
2366	65919	3703
2367	65943	3675
2368	65967	3647
2369	65991	3619
2370	66014	3591
2371	66039	3563
2372	66065	3535
2373	66088	3507
2374	66115	3479
2375	66139	3451
2376	66162	3423
2377	66186	3395
2378	66208	3367
2379	66232	3339
2380	66258	3311
2381	66284	3283
2382	66307	3255
2383	66332	3227
2384	66355	3199
2385	66378	3171
2386	66699	3157
2387	66722	3129
2388	66744	3101
2389	66770	3073
2390	66794	3045
2391	66816	3016
2392	66836	2988
2393	66854	2960
2394	66875	2931
2395	66898	2903
2396	66921	2875
2397	66942	2847
2398	66964	2819
2399	66985	2791
2400	67007	2762
2401	67027	2734
2402	67048	2706
2403	67070	2678
2404	67092	2650
2405	67114	2622
2406	67135	2593
2407	67160	2565
2408	67184	2537
2409	67209	2509
2410	67235	2481
2411	67260	2453
2412	67288	2426
2413	67309	2397
2414	67331	2369
2415	67362	2342
2416	67393	2314
2417	67417	2286
2418	67442	2258
2419	67465	2230
2420	67487	2202
2421	67509	2174
2422	67532	2146
2423	67556	2118
2424	67579	2090
2425	67604	2062
2426	67626	2034
2427	67649	2006
2428	67672	1978
2429	67961	1957
2430	67985	1929
2431	68008	1901
2432	68030	1873
2433	68054	1845
2434	68077	1817
2435	68099	1789
2436	68120	1761
2437	68143	1732
2438	68163	1704
2439	68184	1676
2440	68207	1648
2441	68229	1620
2442	68251	1592
2443	68275	1564
2444	68297	1536
2445	68320	1508
2446	68350	1480
2447	68382	1452
2448	68406	1424
2449	68429	1396
2450	68452	1368
2451	68475	1340
2452	68499	1312
2453	68524	1284
2454	68547	1256
2455	68570	1228
2456	68593	1200
2457	68616	1172
2458	68643	1144
2459	68667	1116
2460	68692	1088
2461	68715	1060
2462	68740	1032
2463	68763	1004
2464	68785	976
2465	68807	948
2466	68829	920
2467	68851	892
2468	68875	864
2469	68898	836
2470	68922	808
2471	69212	783
2472	69237	755
2473	69261	727
2474	69283	699
2475	69306	671
2476	69325	643
2477	69346	615
2478	69367	587
2479	69387	559
2480	69407	531
2481	69431	503
2482	69452	475
2483	69475	447
2484	69496	419
2485	69519	391
2486	69541	363
2487	69564	335
2488	69588	307
2489	69609	279
2490	69632	251
2491	69654	223
2492	69679	195
2493	69701	167
2494	69730	139
2495	69755	111
2496	69778	83
2497	69802	55
2498	69827	27
2499	69852	0
