iter	Passed	Remaining
294	7264	54295
295	7286	54255
296	7308	54208
297	7328	54152
298	7354	54134
299	7381	54131
300	7405	54102
301	7429	54069
302	7451	54031
303	7471	53974
304	7491	53911
305	7512	53863
306	7532	53806
307	7551	53745
308	7571	53686
309	7596	53668
310	7615	53604
311	7637	53557
312	7658	53512
313	7678	53454
314	7700	53413
315	7722	53369
316	7745	53337
317	7767	53299
318	7790	53262
319	7810	53209
320	7832	53167
321	7855	53131
322	7910	53315
323	7930	53258
324	7949	53198
325	7968	53138
326	7990	53098
327	8013	53066
328	8035	53022
329	8056	52977
330	8075	52918
331	8094	52859
332	8115	52813
333	8137	52770
334	8159	52733
335	8178	52672
336	8200	52630
337	8220	52582
338	8242	52544
339	8263	52497
340	8285	52458
341	8307	52419
342	8328	52376
343	8355	52364
344	8379	52341
345	8400	52295
346	8419	52236
347	8439	52187
348	8463	52161
349	8484	52120
350	8504	52071
351	8526	52028
352	8549	52002
353	8570	51957
354	8590	51906
355	8610	51855
356	8633	51826
357	8653	51777
358	8677	51751
359	8697	51703
360	8718	51658
361	8741	51630
362	8763	51592
363	8786	51562
364	8811	51540
365	8832	51498
366	8852	51449
367	8876	51424
368	8940	51630
369	8961	51588
370	8984	51558
371	9003	51505
372	9027	51481
373	9050	51448
374	9073	51416
375	9095	51378
376	9118	51346
377	9140	51311
378	9165	51291
379	9190	51272
380	9210	51228
381	9230	51177
382	9253	51145
383	9276	51116
384	9297	51075
385	9316	51025
386	9336	50976
387	9359	50946
388	9381	50910
389	9402	50868
390	9421	50820
391	9442	50778
392	9463	50734
393	9485	50703
394	9506	50663
395	9535	50664
396	9564	50666
397	9587	50637
398	9608	50596
399	9629	50556
400	9651	50518
401	9670	50471
402	9691	50430
403	9714	50400
404	9733	50351
405	9758	50328
406	9783	50313
407	9805	50279
408	9828	50250
409	9848	50205
410	9869	50165
411	9890	50122
412	9912	50091
413	9978	50279
414	10008	50282
415	10032	50258
416	10060	50255
417	10092	50266
418	10121	50270
419	10151	50273
420	10179	50268
421	10208	50268
422	10234	50255
423	10256	50219
424	10276	50174
425	10296	50129
426	10317	50087
427	10337	50045
428	10363	50028
429	10385	49995
430	10410	49975
431	10432	49938
432	10452	49897
433	10477	49875
434	10498	49836
435	10518	49794
436	10538	49752
437	10563	49730
438	10583	49689
439	10606	49657
440	10628	49623
441	10651	49595
442	10672	49555
443	10695	49528
444	10714	49479
445	10733	49433
446	10753	49387
447	10776	49358
448	10802	49342
449	10823	49308
450	10846	49279
451	10869	49249
452	10889	49205
453	10914	49186
454	10966	49287
455	10991	49270
456	11014	49240
457	11036	49208
458	11060	49181
459	11083	49153
460	11103	49111
461	11126	49081
462	11149	49051
463	11167	49002
464	11190	48974
465	11217	48960
466	11237	48921
467	11261	48895
468	11285	48870
469	11305	48832
470	11326	48791
471	11345	48747
472	11363	48697
473	11383	48654
474	11409	48638
475	11430	48604
476	11457	48590
477	11476	48546
478	11498	48513
479	11523	48493
480	11549	48479
481	11569	48439
482	11592	48408
483	11613	48374
484	11635	48343
485	11663	48334
486	11685	48301
487	11708	48273
488	11736	48266
489	11760	48241
490	11780	48201
491	11800	48162
492	11825	48142
493	11846	48107
494	11867	48070
495	11888	48031
496	11909	47996
497	11929	47955
498	11949	47916
499	12025	48100
500	12047	48067
501	12071	48046
502	12093	48011
503	12118	47992
504	12138	47953
505	12160	47921
506	12186	47903
507	12210	47880
508	12237	47869
509	12260	47839
510	12280	47800
511	12302	47768
512	12321	47726
513	12344	47697
514	12370	47678
515	12391	47643
516	12413	47613
517	12433	47572
518	12455	47541
519	12475	47504
520	12496	47465
521	12517	47432
522	12537	47391
523	12558	47359
524	12582	47334
525	12604	47303
526	12626	47272
527	12646	47231
528	12667	47198
529	12686	47157
530	12708	47124
531	12735	47112
532	12758	47086
533	12783	47065
534	12810	47051
535	12833	47023
536	12857	47001
537	12880	46973
538	12905	46953
539	12933	46943
540	12956	46916
541	12978	46886
542	13060	47069
543	13091	47073
544	13120	47064
545	13146	47046
546	13175	47040
547	13200	47019
548	13232	47024
549	13260	47015
550	13288	47002
551	13310	46973
552	13333	46943
553	13356	46916
554	13378	46885
555	13400	46854
556	13423	46824
557	13446	46797
558	13467	46763
559	13493	46746
560	13522	46737
561	13547	46717
562	13571	46693
563	13599	46681
564	13621	46650
565	13645	46626
566	13668	46597
567	13692	46574
568	13715	46547
569	13738	46518
570	13760	46485
571	13783	46458
572	13804	46423
573	13824	46386
574	13845	46351
575	13869	46328
576	13890	46292
577	13912	46262
578	13933	46229
579	13954	46193
580	13976	46163
581	14003	46147
582	14029	46130
583	14118	46321
584	14144	46301
585	14169	46282
586	14195	46263
587	14225	46258
588	14247	46226
589	14274	46209
590	14298	46186
591	14322	46159
592	14347	46139
593	14371	46115
594	14398	46098
595	14420	46069
596	14444	46042
597	14469	46020
598	14495	46003
599	14536	46032
600	14561	46010
601	14588	45994
602	14608	45957
603	14632	45932
604	14656	45906
605	14676	45871
606	14699	45843
607	14723	45816
608	14745	45787
609	14767	45754
610	14799	45755
611	14836	45768
612	14867	45767
613	14900	45768
614	14922	45738
615	14947	45714
616	14977	45709
617	15000	45681
618	15020	45643
619	15044	45618
620	15079	45626
621	15226	45972
622	15251	45950
623	15285	45954
624	15319	45957
625	15394	46085
626	15465	46199
627	15511	46236
628	15544	46237
629	15602	46311
630	15643	46335
631	15685	46360
632	15729	46392
633	15766	46404
634	15805	46421
635	15844	46437
636	15887	46464
637	15924	46474
638	15967	46502
639	16006	46517
640	16038	46514
641	16104	46607
642	16158	46665
643	16201	46692
644	16357	47042
645	16393	47049
646	16434	47068
647	16465	47059
648	16499	47057
649	16529	47044
650	16557	47026
651	16590	47023
652	16625	47023
653	16650	46999
654	16680	46984
655	16708	46965
656	16733	46941
657	16765	46933
658	16799	46931
659	16828	46915
660	16858	46901
661	16894	46907
662	16931	46912
663	16963	46905
664	16991	46885
665	17025	46884
666	17053	46865
667	17086	46858
668	17112	46835
669	17141	46820
670	17171	46806
671	17198	46784
672	17224	46760
673	17256	46749
674	17295	46762
675	17325	46747
676	17476	47061
677	17509	47053
678	17535	47027
679	17562	47004
680	17584	46969
681	17603	46926
682	17627	46894
683	17650	46862
684	17670	46820
685	17694	46790
686	17715	46751
687	17736	46713
688	17757	46674
689	17782	46646
690	17806	46615
691	17829	46582
692	17849	46543
693	17870	46503
694	17890	46462
695	17912	46427
696	17933	46389
697	17955	46355
698	17983	46336
699	18010	46311
700	18035	46286
701	18060	46257
702	18086	46232
703	18109	46200
704	18131	46165
705	18161	46150
706	18185	46120
707	18207	46085
708	18231	46053
709	18253	46018
710	18272	45977
711	18295	45944
712	18320	45915
713	18342	45882
714	18373	45869
715	18402	45852
716	18432	45836
717	18531	45994
718	18557	45967
719	18580	45934
720	18602	45899
721	18627	45870
722	18648	45835
723	18670	45799
724	18693	45767
725	18713	45727
726	18735	45692
727	18758	45659
728	18779	45622
729	18803	45592
730	18826	45560
731	18847	45522
732	18870	45490
733	18890	45451
734	18915	45423
735	18936	45385
736	18957	45347
737	18981	45318
738	19007	45294
739	19033	45268
740	19053	45229
741	19075	45193
742	19097	45160
743	19118	45122
744	19140	45090
745	19164	45060
746	19184	45021
747	19206	44986
748	19232	44961
749	19254	44926
750	19277	44895
751	19303	44869
752	19334	44856
753	19356	44822
754	19377	44785
755	19400	44754
756	19427	44732
757	19477	44762
758	19512	44758
759	19637	44959
760	19663	44934
761	19684	44897
762	19703	44856
763	19724	44818
764	19743	44778
765	19776	44768
766	19813	44768
767	19845	44756
768	19887	44765
769	19948	44819
770	20033	44926
771	20093	44976
772	20185	45097
773	20232	45117
774	20274	45126
775	20305	45111
776	20338	45100
777	20375	45098
778	20411	45093
779	20449	45093
780	20485	45089
781	20516	45074
782	20546	45054
783	20570	45023
784	20598	45001
785	20720	45183
786	20746	45157
787	20772	45130
788	20801	45108
789	20833	45095
790	20855	45060
791	20876	45022
792	20898	44986
793	20921	44952
794	20949	44928
795	20973	44897
796	20996	44865
797	21021	44834
798	21042	44798
799	21066	44765
800	21092	44739
801	21113	44700
802	21133	44662
803	21155	44625
804	21179	44595
805	21200	44558
806	21223	44525
807	21247	44492
808	21269	44458
809	21288	44417
810	21309	44379
811	21328	44337
812	21353	44308
813	21374	44271
814	21395	44234
815	21511	44393
816	21539	44371
817	21569	44351
818	21633	44402
819	21686	44429
820	22181	45361
821	22228	45376
822	22259	45357
823	22295	45349
824	22332	45341
825	22370	45337
826	22408	45331
827	22464	45362
828	22511	45376
829	22549	45369
830	22584	45359
831	22619	45348
832	22652	45331
833	22684	45313
834	22711	45287
835	22744	45271
836	22773	45248
837	22801	45222
838	22835	45207
839	22867	45191
840	22895	45164
841	22919	45131
842	22941	45093
843	22964	45058
844	22988	45025
845	23010	44987
846	23033	44952
847	23059	44923
848	23087	44896
849	23110	44861
850	23135	44830
851	23253	44978
852	23278	44945
853	23300	44908
854	23323	44874
855	23347	44839
856	23368	44800
857	23388	44760
858	23411	44724
859	23434	44688
860	23456	44651
861	23481	44620
862	23504	44585
863	23527	44550
864	23554	44522
865	23579	44491
866	23603	44456
867	23629	44427
868	23652	44392
869	23677	44362
870	23704	44333
871	23737	44316
872	23769	44298
873	23795	44269
874	23819	44236
875	23839	44196
876	23863	44163
877	23890	44135
878	23912	44098
879	23935	44062
880	23960	44031
881	23989	44007
882	24014	43976
883	24042	43950
884	24069	43923
885	24090	43885
886	24114	43852
887	24137	43817
888	24162	43785
889	24189	43759
890	24216	43730
891	24338	43874
892	24364	43845
893	24386	43807
894	24414	43782
895	24436	43744
896	24456	43706
897	24478	43669
898	24500	43632
899	24523	43597
900	24548	43565
901	24572	43533
902	24597	43502
903	24619	43465
904	24644	43434
905	24671	43406
906	24699	43381
907	24727	43354
908	24751	43321
909	24775	43289
910	24801	43259
911	24823	43223
912	24847	43190
913	24876	43165
914	24899	43131
915	24924	43101
916	24947	43065
917	24970	43032
918	24993	42997
919	25016	42962
920	25038	42927
921	25062	42894
922	25085	42859
923	25108	42825
924	25130	42790
925	25155	42758
926	25177	42723
927	25199	42686
928	25222	42653
929	25248	42623
930	25277	42599
931	25301	42567
932	25434	42717
933	25457	42683
934	25481	42650
935	25504	42616
936	25527	42582
937	25549	42546
938	25573	42513
939	25595	42477
940	25618	42442
941	25641	42409
942	25667	42380
943	25694	42351
944	25720	42322
945	25744	42290
946	25767	42256
947	25791	42224
948	25817	42194
949	25844	42168
950	25866	42131
951	25891	42100
952	25917	42072
953	25942	42041
954	25975	42023
955	26009	42006
956	26042	41988
957	26066	41957
958	26088	41920
959	26111	41887
960	26136	41856
961	26164	41830
962	26185	41793
963	26207	41758
964	26229	41721
965	26250	41686
966	26272	41650
967	26295	41617
968	26319	41584
969	26346	41556
970	26372	41528
971	26401	41503
972	26532	41639
973	26557	41609
974	26581	41575
975	26603	41540
976	26624	41503
977	26644	41465
978	26665	41428
979	26686	41391
980	26708	41355
981	26731	41321
982	26756	41290
983	26778	41255
984	26799	41220
985	26822	41186
986	26847	41155
987	26872	41124
988	26899	41096
989	26925	41067
990	26949	41035
991	26971	41001
992	26995	40969
993	27022	40941
994	27046	40910
995	27075	40885
996	27101	40856
997	27123	40821
998	27145	40786
999	27166	40749
1000	27189	40716
1001	27217	40689
1002	27242	40659
1003	27265	40626
1004	27289	40594
1005	27311	40560
1006	27335	40528
1007	27358	40495
1008	27384	40466
1009	27410	40436
1010	27435	40406
1011	27460	40376
1012	27484	40345
1013	27511	40317
1014	27645	40446
1015	27668	40412
1016	27689	40377
1017	27711	40342
1018	27737	40313
1019	27758	40276
1020	27778	40240
1021	27804	40210
1022	27827	40177
1023	27854	40149
1024	27881	40121
1025	27905	40090
1026	27931	40062
1027	27958	40033
1028	27981	40001
1029	28006	39970
1030	28029	39937
1031	28054	39906
1032	28080	39877
1033	28108	39852
1034	28131	39818
1035	28155	39787
1036	28177	39753
1037	28201	39721
1038	28226	39690
1039	28250	39659
1040	28274	39627
1041	28301	39600
1042	28324	39567
1043	28349	39537
1044	28373	39506
1045	28399	39476
1046	28424	39446
1047	28447	39413
1048	28472	39383
1049	28495	39350
1050	28519	39319
1051	28543	39288
1052	28570	39260
1053	28591	39224
1054	28617	39196
1055	28762	39330
1056	28786	39298
1057	28810	39267
1058	28831	39231
1059	28856	39201
1060	28878	39166
1061	28901	39134
1062	28922	39098
1063	28946	39066
1064	28972	39037
1065	29000	39012
1066	29033	38992
1067	29063	38968
1068	29087	38938
1069	29109	38903
1070	29139	38880
1071	29173	38861
1072	29200	38834
1073	29223	38801
1074	29249	38773
1075	29272	38739
1076	29294	38705
1077	29316	38671
1078	29337	38636
1079	29359	38602
1080	29385	38573
1081	29406	38538
1082	29428	38504
1083	29458	38481
1084	29482	38448
1085	29507	38419
1086	29531	38388
1087	29555	38356
1088	29577	38323
1089	29600	38290
1090	29621	38254
1091	29646	38225
1092	29668	38192
1093	29690	38158
1094	29714	38127
1095	29858	38249
1096	29883	38219
1097	29910	38192
1098	29933	38159
1099	29954	38124
1100	29977	38091
1101	30003	38062
1102	30026	38029
1103	30049	37997
1104	30072	37964
1105	30093	37929
1106	30118	37899
1107	30141	37867
1108	30164	37835
1109	30187	37802
1110	30211	37771
1111	30236	37741
1112	30259	37709
1113	30282	37675
1114	30307	37646
1115	30332	37617
1116	30358	37587
1117	30384	37558
1118	30408	37528
1119	30432	37496
1120	30456	37466
1121	30488	37444
1122	30514	37416
1123	30537	37383
1124	30560	37351
1125	30583	37319
1126	30608	37289
1127	30634	37260
1128	30656	37227
1129	30676	37192
1130	30701	37162
1131	30724	37130
1132	30748	37098
1133	30770	37065
1134	30797	37038
1135	30819	37005
1136	30845	36976
1137	30994	37095
1138	31023	37070
1139	31046	37037
1140	31069	37005
1141	31090	36971
1142	31112	36937
1143	31136	36906
1144	31162	36877
1145	31186	36846
1146	31207	36811
1147	31232	36781
1148	31254	36748
1149	31277	36716
1150	31301	36686
1151	31324	36654
1152	31346	36621
1153	31369	36588
1154	31392	36556
1155	31415	36524
1156	31441	36495
1157	31464	36464
1158	31489	36434
1159	31512	36402
1160	31539	36374
1161	31559	36339
1162	31581	36306
1163	31601	36271
1164	31624	36239
1165	31649	36210
1166	31674	36179
1167	31699	36150
1168	31726	36123
1169	31751	36093
1170	31773	36060
1171	31795	36028
1172	31819	35996
1173	31840	35963
1174	31864	35931
1175	31886	35899
1176	31915	35874
1177	31939	35844
1178	31965	35815
1179	32119	35930
1180	32142	35898
1181	32163	35864
1182	32184	35830
1183	32207	35798
1184	32229	35765
1185	32249	35730
1186	32270	35696
1187	32292	35663
1188	32316	35632
1189	32337	35598
1190	32365	35572
1191	32387	35539
1192	32409	35506
1193	32432	35474
1194	32454	35442
1195	32476	35409
1196	32499	35377
1197	32520	35343
1198	32541	35309
1199	32571	35285
1200	32597	35257
1201	32621	35226
1202	32648	35199
1203	32669	35165
1204	32695	35137
1205	32718	35105
1206	32740	35073
1207	32761	35039
1208	32783	35007
1209	32806	34975
1210	32827	34942
1211	32850	34910
1212	32875	34880
1213	32897	34848
1214	32921	34818
1215	32946	34788
1216	32970	34758
1217	32991	34724
1218	33013	34692
1219	33037	34662
1220	33062	34633
1221	33087	34603
1222	33228	34695
1223	33253	34666
1224	33274	34632
1225	33297	34601
1226	33318	34567
1227	33340	34535
1228	33361	34501
1229	33383	34468
1230	33406	34437
1231	33427	34404
1232	33452	34374
1233	33476	34344
1234	33499	34312
1235	33521	34281
1236	33544	34250
1237	33567	34218
1238	33589	34185
1239	33610	34152
1240	33635	34123
1241	33662	34096
1242	33688	34067
1243	33716	34041
1244	33739	34010
1245	33762	33979
1246	33786	33949
1247	33808	33916
1248	33832	33886
1249	33857	33857
1250	33881	33827
1251	33906	33798
1252	33931	33768
1253	33953	33737
1254	33977	33706
1255	34002	33677
1256	34027	33648
1257	34056	33623
1258	34078	33591
1259	34100	33559
1260	34127	33531
1261	34151	33501
1262	34178	33474
1263	34340	33580
1264	34365	33550
1265	34388	33519
1266	34409	33486
1267	34431	33453
1268	34452	33420
1269	34476	33390
1270	34497	33357
1271	34520	33326
1272	34544	33296
1273	34565	33263
1274	34589	33233
1275	34613	33203
1276	34636	33171
1277	34659	33140
1278	34680	33108
1279	34702	33075
1280	34726	33045
1281	34749	33015
1282	34775	32986
1283	34799	32956
1284	34822	32925
1285	34848	32897
1286	34871	32866
1287	34896	32837
1288	34917	32804
1289	34940	32773
1290	34962	32741
1291	34986	32711
1292	35009	32680
1293	35034	32651
1294	35057	32621
1295	35080	32590
1296	35103	32559
1297	35124	32527
1298	35147	32496
1299	35171	32465
1300	35195	32435
1301	35217	32404
1302	35241	32374
1303	35264	32343
1304	35290	32316
1305	35315	32287
1306	35481	32386
1307	35507	32358
1308	35528	32325
1309	35552	32295
1310	35574	32264
1311	35595	32230
1312	35616	32198
1313	35638	32167
1314	35659	32134
1315	35682	32103
1316	35705	32072
1317	35730	32043
1318	35755	32014
1319	35789	31993
1320	35821	31971
1321	35852	31947
1322	35874	31915
1323	35894	31882
1324	35916	31850
1325	35940	31820
1326	35962	31789
1327	35989	31762
1328	36011	31730
1329	36033	31699
1330	36056	31667
1331	36080	31638
1332	36104	31608
1333	36134	31584
1334	36161	31556
1335	36184	31525
1336	36211	31499
1337	36236	31469
1338	36261	31441
1339	36284	31410
1340	36304	31377
1341	36330	31348
1342	36353	31318
1343	36377	31288
1344	36398	31256
1345	36425	31229
1346	36448	31199
1347	36658	31328
1348	36683	31299
1349	36711	31272
1350	36733	31241
1351	36756	31210
1352	36777	31178
1353	36799	31146
1354	36820	31113
1355	36841	31081
1356	36862	31049
1357	36884	31017
1358	36907	30986
1359	36933	30958
1360	36956	30928
1361	36979	30897
1362	36999	30864
1363	37024	30835
1364	37046	30803
1365	37068	30772
1366	37092	30742
1367	37114	30711
1368	37139	30682
1369	37163	30653
1370	37185	30621
1371	37208	30591
1372	37233	30562
1373	37254	30530
1374	37276	30498
1375	37298	30467
1376	37322	30437
1377	37350	30411
1378	37377	30384
1379	37401	30355
1380	37425	30325
1381	37447	30294
1382	37470	30263
1383	37491	30231
1384	37514	30201
1385	37537	30170
1386	37569	30147
1387	37595	30119
1388	37619	30090
1389	37798	30184
1390	37820	30152
1391	37842	30121
1392	37865	30091
1393	37887	30059
1394	37910	30029
1395	37931	29997
1396	37952	29965
1397	37975	29934
1398	37998	29904
1399	38020	29873
1400	38045	29844
1401	38069	29814
1402	38091	29783
1403	38125	29761
1404	38146	29730
1405	38169	29699
1406	38192	29668
1407	38219	29641
1408	38244	29612
1409	38266	29582
1410	38291	29553
1411	38316	29524
1412	38340	29494
1413	38363	29464
1414	38389	29436
1415	38412	29405
1416	38437	29377
1417	38461	29347
1418	38484	29317
1419	38509	29288
1420	38534	29260
1421	38558	29230
1422	38580	29199
1423	38606	29172
1424	38628	29140
1425	38653	29111
1426	38677	29082
1427	38704	29055
1428	38728	29025
1429	38750	28995
1430	38773	28964
1431	38955	29053
1432	38982	29026
1433	39005	28995
1434	39030	28967
1435	39059	28940
1436	39080	28909
1437	39103	28879
1438	39125	28847
1439	39146	28816
1440	39170	28786
1441	39200	28761
1442	39228	28734
1443	39252	28705
1444	39279	28678
1445	39301	28647
1446	39329	28620
1447	39352	28590
1448	39380	28564
1449	39415	28542
1450	39445	28517
1451	39470	28488
1452	39495	28459
1453	39518	28429
1454	39540	28398
1455	39564	28369
1456	39588	28339
1457	39610	28309
1458	39632	28278
1459	39657	28249
1460	39679	28218
1461	39703	28188
1462	39726	28158
1463	39747	28127
1464	39770	28097
1465	39793	28067
1466	39813	28035
1467	39835	28004
1468	39859	27974
1469	39882	27945
1470	39909	27918
1471	40097	28002
1472	40127	27977
1473	40155	27950
1474	40183	27924
1475	40206	27893
1476	40228	27863
1477	40252	27833
1478	40272	27801
1479	40293	27769
1480	40317	27740
1481	40341	27710
1482	40366	27682
1483	40389	27652
1484	40417	27625
1485	40441	27595
1486	40465	27566
1487	40488	27536
1488	40511	27506
1489	40535	27477
1490	40565	27451
1491	40599	27429
1492	40631	27405
1493	40661	27379
1494	40684	27350
1495	40705	27318
1496	40726	27287
1497	40754	27260
1498	40784	27234
1499	40814	27209
1500	40846	27185
1501	40871	27156
1502	40898	27129
1503	40920	27099
1504	40943	27068
1505	40964	27037
1506	40989	27008
1507	41015	26981
1508	41039	26951
1509	41063	26922
1510	41085	26891
1511	41277	26972
1512	41301	26942
1513	41325	26913
1514	41350	26884
1515	41376	26856
1516	41399	26826
1517	41420	26795
1518	41447	26767
1519	41468	26736
1520	41493	26707
1521	41519	26679
1522	41544	26650
1523	41570	26622
1524	41591	26591
1525	41615	26561
1526	41644	26535
1527	41664	26504
1528	41689	26475
1529	41714	26446
1530	41739	26417
1531	41764	26388
1532	41787	26358
1533	41813	26331
1534	41835	26300
1535	41857	26269
1536	41879	26239
1537	41903	26209
1538	41929	26182
1539	41955	26154
1540	41979	26125
1541	42001	26094
1542	42026	26065
1543	42049	26036
1544	42071	26005
1545	42099	25978
1546	42123	25949
1547	42149	25921
1548	42173	25891
1549	42195	25861
1550	42218	25832
1551	42245	25804
1552	42439	25878
1553	42461	25848
1554	42481	25816
1555	42503	25785
1556	42527	25756
1557	42549	25726
1558	42570	25695
1559	42591	25664
1560	42617	25635
1561	42637	25604
1562	42658	25573
1563	42683	25544
1564	42711	25517
1565	42733	25487
1566	42758	25458
1567	42781	25429
1568	42810	25402
1569	42835	25373
1570	42859	25344
1571	42886	25317
1572	42913	25289
1573	42935	25259
1574	42959	25230
1575	42984	25201
1576	43009	25173
1577	43036	25145
1578	43064	25118
1579	43087	25088
1580	43109	25058
1581	43134	25029
1582	43159	25001
1583	43184	24972
1584	43209	24944
1585	43231	24914
1586	43253	24883
1587	43276	24853
1588	43298	24823
1589	43327	24797
1590	43353	24769
1591	43377	24740
1592	43400	24711
1593	43446	24694
1594	43601	24739
1595	43631	24713
1596	43658	24686
1597	43686	24659
1598	43708	24628
1599	43731	24598
1600	43756	24570
1601	43780	24541
1602	43806	24512
1603	43832	24485
1604	43856	24455
1605	43885	24429
1606	43908	24399
1607	43933	24371
1608	43959	24343
1609	43987	24315
1610	44008	24285
1611	44036	24258
1612	44062	24230
1613	44087	24201
1614	44116	24175
1615	44138	24145
1616	44160	24115
1617	44183	24085
1618	44204	24054
1619	44228	24025
1620	44255	23997
1621	44285	23971
1622	44310	23943
1623	44338	23916
1624	44363	23888
1625	44387	23858
1626	44415	23832
1627	44439	23803
1628	44466	23775
1629	44495	23749
1630	44521	23720
1631	44554	23696
1632	44761	23764
1633	44787	23736
1634	44812	23708
1635	44834	23677
1636	44858	23648
1637	44881	23618
1638	44902	23588
1639	44925	23558
1640	44945	23527
1641	44966	23496
1642	44993	23468
1643	45016	23439
1644	45041	23410
1645	45063	23380
1646	45087	23351
1647	45111	23322
1648	45132	23291
1649	45155	23262
1650	45177	23232
1651	45200	23201
1652	45228	23175
1653	45254	23147
1654	45281	23119
1655	45304	23090
1656	45331	23062
1657	45355	23033
1658	45380	23004
1659	45402	22974
1660	45424	22944
1661	45449	22916
1662	45474	22887
1663	45498	22858
1664	45523	22830
1665	45554	22804
1666	45586	22779
